"TimeInt";"TimeStr";"IsInitValue";"Value";"IQuality"
1596085009;"30/07/2020 04:56:49";0;28.68707;3
1596085039;"30/07/2020 04:57:19";0;28.68135;3
1596085069;"30/07/2020 04:57:49";0;28.66076;3
1596085099;"30/07/2020 04:58:19";0;28.68135;3
1596085129;"30/07/2020 04:58:49";0;28.6825;3
1596085159;"30/07/2020 04:59:19";0;28.68593;3
1596085189;"30/07/2020 04:59:49";0;28.66991;3
1596085219;"30/07/2020 05:00:19";0;28.66419;3
1596085249;"30/07/2020 05:00:49";0;28.68593;3
1596085279;"30/07/2020 05:01:19";0;28.68021;3
1596085309;"30/07/2020 05:01:49";0;28.62644;3
1596085339;"30/07/2020 05:02:19";0;28.58525;3
1596085369;"30/07/2020 05:02:49";0;28.54865;3
1596085399;"30/07/2020 05:03:19";0;28.61614;3
1596085429;"30/07/2020 05:03:49";0;28.6722;3
1596085459;"30/07/2020 05:04:19";0;28.69165;3
1596085489;"30/07/2020 05:04:49";0;28.69165;3
1596085519;"30/07/2020 05:05:19";0;28.70881;3
1596085549;"30/07/2020 05:05:49";0;28.74313;3
1596085579;"30/07/2020 05:06:19";0;28.72253;3
1596085609;"30/07/2020 05:06:49";0;28.69622;3
1596085639;"30/07/2020 05:07:19";0;28.69394;3
1596085669;"30/07/2020 05:07:49";0;28.69737;3
1596085699;"30/07/2020 05:08:19";0;28.70652;3
1596085729;"30/07/2020 05:08:49";0;28.67906;3
1596085759;"30/07/2020 05:09:19";0;28.67105;3
1596085789;"30/07/2020 05:09:49";0;28.67449;3
1596085819;"30/07/2020 05:10:19";0;28.64017;3
1596085849;"30/07/2020 05:10:49";0;28.66762;3
1596085879;"30/07/2020 05:11:19";0;28.68478;3
1596085909;"30/07/2020 05:11:49";0;28.65618;3
1596085939;"30/07/2020 05:12:19";0;28.68593;3
1596085969;"30/07/2020 05:12:49";0;28.69279;3
1596085999;"30/07/2020 05:13:19";0;28.6905;3
1596086029;"30/07/2020 05:13:49";0;28.68593;3
1596086059;"30/07/2020 05:14:19";0;28.65275;3
1596086089;"30/07/2020 05:14:49";0;28.66419;3
1596086119;"30/07/2020 05:15:19";0;28.6539;3
1596086149;"30/07/2020 05:15:49";0;28.6619;3
1596086179;"30/07/2020 05:16:19";0;28.66419;3
1596086209;"30/07/2020 05:16:49";0;28.65504;3
1596086239;"30/07/2020 05:17:19";0;28.66877;3
1596086269;"30/07/2020 05:17:49";0;28.64246;3
1596086299;"30/07/2020 05:18:19";0;28.66419;3
1596086329;"30/07/2020 05:18:49";0;28.6539;3
1596086359;"30/07/2020 05:19:19";0;28.66877;3
1596086389;"30/07/2020 05:19:49";0;28.62758;3
1596086419;"30/07/2020 05:20:19";0;28.62644;3
1596086449;"30/07/2020 05:20:49";0;28.65504;3
1596086479;"30/07/2020 05:21:19";0;28.65618;3
1596086509;"30/07/2020 05:21:49";0;28.66762;3
1596086539;"30/07/2020 05:22:19";0;28.65275;3
1596086569;"30/07/2020 05:22:49";0;28.63559;3
1596086599;"30/07/2020 05:23:19";0;28.65161;3
1596086629;"30/07/2020 05:23:49";0;28.65961;3
1596086659;"30/07/2020 05:24:19";0;28.66419;3
1596086689;"30/07/2020 05:24:49";0;28.66991;3
1596086719;"30/07/2020 05:25:19";0;28.6539;3
1596086749;"30/07/2020 05:25:49";0;28.66534;3
1596086779;"30/07/2020 05:26:19";0;28.65961;3
1596086809;"30/07/2020 05:26:49";0;28.69279;3
1596086839;"30/07/2020 05:27:19";0;28.7008;3
1596086869;"30/07/2020 05:27:49";0;28.67334;3
1596086899;"30/07/2020 05:28:19";0;28.66419;3
1596086929;"30/07/2020 05:28:49";0;28.68936;3
1596086959;"30/07/2020 05:29:19";0;28.69394;3
1596086989;"30/07/2020 05:29:49";0;28.68478;3
1596087019;"30/07/2020 05:30:19";0;28.67792;3
1596087049;"30/07/2020 05:30:49";0;28.69965;3
1596087079;"30/07/2020 05:31:19";0;28.69279;3
1596087109;"30/07/2020 05:31:49";0;28.72025;3
1596087139;"30/07/2020 05:32:19";0;28.68478;3
1596087169;"30/07/2020 05:32:49";0;28.6722;3
1596087199;"30/07/2020 05:33:19";0;28.67449;3
1596087229;"30/07/2020 05:33:49";0;28.72597;3
1596087259;"30/07/2020 05:34:19";0;28.69622;3
1596087289;"30/07/2020 05:34:49";0;28.69394;3
1596087319;"30/07/2020 05:35:19";0;28.67906;3
1596087349;"30/07/2020 05:35:49";0;28.66305;3
1596087379;"30/07/2020 05:36:19";0;28.6825;3
1596087409;"30/07/2020 05:36:49";0;28.68364;3
1596087439;"30/07/2020 05:37:19";0;28.69279;3
1596087469;"30/07/2020 05:37:49";0;28.66877;3
1596087499;"30/07/2020 05:38:19";0;28.66305;3
1596087529;"30/07/2020 05:38:49";0;28.66076;3
1596087559;"30/07/2020 05:39:19";0;28.65847;3
1596087589;"30/07/2020 05:39:49";0;28.68821;3
1596087619;"30/07/2020 05:40:19";0;28.69622;3
1596087649;"30/07/2020 05:40:49";0;28.67449;3
1596087679;"30/07/2020 05:41:19";0;28.65847;3
1596087709;"30/07/2020 05:41:49";0;28.67678;3
1596087739;"30/07/2020 05:42:19";0;28.67792;3
1596087769;"30/07/2020 05:42:49";0;28.68478;3
1596087799;"30/07/2020 05:43:19";0;28.68364;3
1596087829;"30/07/2020 05:43:49";0;28.66305;3
1596087859;"30/07/2020 05:44:19";0;28.67906;3
1596087889;"30/07/2020 05:44:49";0;28.69965;3
1596087919;"30/07/2020 05:45:19";0;28.6905;3
1596087949;"30/07/2020 05:45:49";0;28.69165;3
1596087979;"30/07/2020 05:46:19";0;28.69737;3
1596088009;"30/07/2020 05:46:49";0;28.68821;3
1596088039;"30/07/2020 05:47:19";0;28.69851;3
1596088069;"30/07/2020 05:47:49";0;28.69622;3
1596088099;"30/07/2020 05:48:19";0;28.69279;3
1596088129;"30/07/2020 05:48:49";0;28.67334;3
1596088159;"30/07/2020 05:49:19";0;28.6825;3
1596088189;"30/07/2020 05:49:49";0;28.68364;3
1596088219;"30/07/2020 05:50:19";0;28.68936;3
1596088249;"30/07/2020 05:50:49";0;28.68135;3
1596088279;"30/07/2020 05:51:19";0;28.68936;3
1596088309;"30/07/2020 05:51:49";0;28.67449;3
1596088339;"30/07/2020 05:52:19";0;28.68821;3
1596088369;"30/07/2020 05:52:49";0;28.68593;3
1596088399;"30/07/2020 05:53:19";0;28.67906;3
1596088429;"30/07/2020 05:53:49";0;28.6825;3
1596088459;"30/07/2020 05:54:19";0;28.64246;3
1596088489;"30/07/2020 05:54:49";0;28.68135;3
1596088519;"30/07/2020 05:55:19";0;28.64932;3
1596088549;"30/07/2020 05:55:49";0;28.61271;3
1596088579;"30/07/2020 05:56:19";0;28.66991;3
1596088609;"30/07/2020 05:56:49";0;28.69165;3
1596088639;"30/07/2020 05:57:19";0;28.69279;3
1596088669;"30/07/2020 05:57:49";0;28.7477;3
1596088699;"30/07/2020 05:58:19";0;28.75457;3
1596088729;"30/07/2020 05:58:49";0;28.77974;3
1596088759;"30/07/2020 05:59:19";0;28.76486;3
1596088789;"30/07/2020 05:59:49";0;28.78088;3
1596088819;"30/07/2020 06:00:19";0;28.76143;3
1596088849;"30/07/2020 06:00:49";0;28.77859;3
1596088879;"30/07/2020 06:01:19";0;28.77516;3
1596088909;"30/07/2020 06:01:49";0;28.758;3
1596088939;"30/07/2020 06:02:19";0;28.72368;3
1596088969;"30/07/2020 06:02:49";0;28.74084;3
1596088999;"30/07/2020 06:03:19";0;28.71682;3
1596089029;"30/07/2020 06:03:49";0;28.72253;3
1596089059;"30/07/2020 06:04:19";0;28.75342;3
1596089089;"30/07/2020 06:04:49";0;28.73741;3
1596089119;"30/07/2020 06:05:19";0;28.73283;3
1596089149;"30/07/2020 06:05:49";0;28.70423;3
1596089179;"30/07/2020 06:06:19";0;28.70423;3
1596089209;"30/07/2020 06:06:49";0;28.73626;3
1596089239;"30/07/2020 06:07:19";0;28.71338;3
1596089269;"30/07/2020 06:07:49";0;28.68364;3
1596089299;"30/07/2020 06:08:19";0;28.67678;3
1596089329;"30/07/2020 06:08:49";0;28.70194;3
1596089359;"30/07/2020 06:09:19";0;28.68135;3
1596089389;"30/07/2020 06:09:49";0;28.69279;3
1596089419;"30/07/2020 06:10:19";0;28.69965;3
1596089449;"30/07/2020 06:10:49";0;28.69851;3
1596089479;"30/07/2020 06:11:19";0;28.69622;3
1596089509;"30/07/2020 06:11:49";0;28.68707;3
1596089539;"30/07/2020 06:12:19";0;28.69394;3
1596089569;"30/07/2020 06:12:49";0;28.69851;3
1596089599;"30/07/2020 06:13:19";0;28.68821;3
1596089629;"30/07/2020 06:13:49";0;28.67563;3
1596089659;"30/07/2020 06:14:19";0;28.65275;3
1596089689;"30/07/2020 06:14:49";0;28.67563;3
1596089719;"30/07/2020 06:15:19";0;28.69851;3
1596089749;"30/07/2020 06:15:49";0;28.7008;3
1596089779;"30/07/2020 06:16:19";0;28.69737;3
1596089809;"30/07/2020 06:16:49";0;28.6905;3
1596089839;"30/07/2020 06:17:19";0;28.65961;3
1596089869;"30/07/2020 06:17:49";0;28.67563;3
1596089899;"30/07/2020 06:18:19";0;28.6722;3
1596089929;"30/07/2020 06:18:49";0;28.67678;3
1596089959;"30/07/2020 06:19:19";0;28.69965;3
1596089989;"30/07/2020 06:19:49";0;28.69965;3
1596090019;"30/07/2020 06:20:19";0;28.6333;3
1596090049;"30/07/2020 06:20:49";0;28.64589;3
1596090079;"30/07/2020 06:21:19";0;28.62987;3
1596090109;"30/07/2020 06:21:49";0;28.67792;3
1596090139;"30/07/2020 06:22:19";0;28.70766;3
1596090169;"30/07/2020 06:22:49";0;28.72253;3
1596090199;"30/07/2020 06:23:19";0;28.7683;3
1596090229;"30/07/2020 06:23:49";0;28.78317;3
1596090259;"30/07/2020 06:24:19";0;28.79461;3
1596090289;"30/07/2020 06:24:49";0;28.80605;3
1596090319;"30/07/2020 06:25:19";0;28.79003;3
1596090349;"30/07/2020 06:25:49";0;28.77516;3
1596090379;"30/07/2020 06:26:19";0;28.77859;3
1596090409;"30/07/2020 06:26:49";0;28.76486;3
1596090439;"30/07/2020 06:27:19";0;28.79804;3
1596090469;"30/07/2020 06:27:49";0;28.78431;3
1596090499;"30/07/2020 06:28:19";0;28.79804;3
1596090529;"30/07/2020 06:28:49";0;28.76486;3
1596090559;"30/07/2020 06:29:19";0;28.75114;3
1596090589;"30/07/2020 06:29:49";0;28.79118;3
1596090619;"30/07/2020 06:30:19";0;28.80719;3
1596090649;"30/07/2020 06:30:49";0;28.80719;3
1596090679;"30/07/2020 06:31:19";0;28.81062;3
1596090709;"30/07/2020 06:31:49";0;28.78774;3
1596090739;"30/07/2020 06:32:19";0;28.80948;3
1596090769;"30/07/2020 06:32:49";0;28.79346;3
1596090799;"30/07/2020 06:33:19";0;28.78889;3
1596090829;"30/07/2020 06:33:49";0;28.80147;3
1596090859;"30/07/2020 06:34:19";0;28.80033;3
1596090889;"30/07/2020 06:34:49";0;28.78202;3
1596090919;"30/07/2020 06:35:19";0;28.79003;3
1596090949;"30/07/2020 06:35:49";0;28.78317;3
1596090979;"30/07/2020 06:36:19";0;28.80262;3
1596091009;"30/07/2020 06:36:49";0;28.80833;3
1596091039;"30/07/2020 06:37:19";0;28.79118;3
1596091069;"30/07/2020 06:37:49";0;28.79575;3
1596091099;"30/07/2020 06:38:19";0;28.79575;3
1596091129;"30/07/2020 06:38:49";0;28.79918;3
1596091159;"30/07/2020 06:39:19";0;28.79003;3
1596091189;"30/07/2020 06:39:49";0;28.78431;3
1596091219;"30/07/2020 06:40:19";0;28.78774;3
1596091249;"30/07/2020 06:40:49";0;28.79003;3
1596091280;"30/07/2020 06:41:20";0;28.80033;3
1596091309;"30/07/2020 06:41:49";0;28.8049;3
1596091339;"30/07/2020 06:42:19";0;28.78889;3
1596091369;"30/07/2020 06:42:49";0;28.79575;3
1596091399;"30/07/2020 06:43:19";0;28.80833;3
1596091429;"30/07/2020 06:43:49";0;28.8049;3
1596091459;"30/07/2020 06:44:19";0;28.79804;3
1596091489;"30/07/2020 06:44:49";0;28.74999;3
1596091519;"30/07/2020 06:45:19";0;28.77516;3
1596091549;"30/07/2020 06:45:49";0;28.7683;3
1596091579;"30/07/2020 06:46:19";0;28.77859;3
1596091609;"30/07/2020 06:46:49";0;28.75457;3
1596091639;"30/07/2020 06:47:19";0;28.77516;3
1596091669;"30/07/2020 06:47:49";0;28.75114;3
1596091699;"30/07/2020 06:48:19";0;28.75114;3
1596091729;"30/07/2020 06:48:49";0;28.77287;3
1596091759;"30/07/2020 06:49:19";0;28.75686;3
1596091789;"30/07/2020 06:49:49";0;28.72368;3
1596091819;"30/07/2020 06:50:19";0;28.73055;3
